PostIndex,Topic,Emotion,AudioFormat,VideoFormat,Language
19758,Pets,happy,lip-syncing,self-shot,Kannada
19759,Magic,happy,background-song-with-lyrics,special-effects,Kannada
19760,Food,affection,background-song-with-lyrics,special-effects,Kannada
19761,Food,neutral,background-song-with-lyrics,self-shot,Kannada
19762,Automobiles & Gadgets,affection,background-song-with-lyrics,self-shot,Kannada
19763,Memes,affection,background-song-with-lyrics,videos-text-special-effects,Kannada
19764,Friends Comedy,happy,self-spoken-dialogues,special-effects,Kannada
19765,Couple Romance,happy,lip-syncing,self-shot,Kannada
19766,Automobiles & Gadgets,neutral,background-song-with-lyrics,self-shot,Kannada
19767,Animals,neutral,noise,self-shot,Kannada
19768,Friends Comedy,happy,self-spoken-dialogues,special-effects,Kannada
19769,Heartbreak Romance,sad,self-spoken-dialogues,videos-text-special-effects,Kannada
19770,Friends Comedy,happy,self-spoken-dialogues,special-effects,Kannada
19771,Onesided Romance,affection,lip-syncing,self-shot,Kannada
19772,Patriotism,affection,background-song-with-lyrics,special-effects,Kannada
19773,Arts,neutral,background-song-with-lyrics,self-shot,Kannada
19774,Heartbreak Romance,sad,lip-syncing,special-effects,Kannada
19775,Friends Comedy,happy,lip-syncing,self-shot,Kannada
19776,Food,neutral,background-song-with-lyrics,self-shot,Kannada
19777,Food,affection,self-spoken-monologues,self-shot,Kannada
19778,Automobiles & Gadgets,neutral,background-song-with-lyrics,self-shot,Kannada
19779,Couple Romance,affection,background-song-with-lyrics,self-shot,Kannada
19780,Celeb,neutral,background-song-with-lyrics,slideshow,Kannada
19781,Onesided Romance,affection,lip-syncing,self-shot,Kannada
19782,Family Comedy,happy,self-spoken-dialogues,special-effects,Kannada
19783,Couple Romance,affection,background-song-with-lyrics,self-shot,Kannada
19784,Patriotism,affection,lip-syncing,self-shot,Kannada
19785,Festival,affection,background-song-with-lyrics,self-shot,Kannada
19786,Family Comedy,happy,lip-syncing,self-shot,Kannada
19787,Celeb,neutral,self-spoken-monologues,movie/tv-show,Kannada
19788,Kids Comedy,happy,lip-syncing,self-shot,Kannada
19789,Festival,affection,background-song-with-lyrics,self-shot,Kannada
19790,Arts,neutral,background-song-with-lyrics,self-shot,Kannada
19791,Heartbreak Romance,sad,lip-syncing,self-shot,Kannada
19792,Fashion,neutral,background-song-with-lyrics,self-shot,Kannada
19793,Couple Comedy,happy,self-spoken-dialogues,self-shot,Kannada
19794,Nature,affection,background-song-with-lyrics,self-shot,Kannada
19795,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Kannada
19796,Automobiles & Gadgets,neutral,lip-syncing,self-shot,Kannada
19797,Philanthropy,neutral,background-song-with-lyrics,self-shot,Kannada
19798,Heartbreak Romance,sad,lip-syncing,special-effects,Kannada
19799,Dance,happy,lip-syncing,self-shot,Kannada
19800,Couple Comedy,happy,lip-syncing,self-shot,Kannada
19801,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Kannada
19802,Celeb,neutral,background-song-with-lyrics,special-effects,Kannada
19803,Couple Romance,happy,lip-syncing,self-shot,Kannada
19804,Onesided Romance,affection,self-spoken-monologues,special-effects,Kannada
19805,Food,affection,background-song-with-lyrics,special-effects,Kannada
19806,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Kannada
19807,Couple Romance,happy,background-song-with-lyrics,videos-with-text,Kannada
19808,Couple Comedy,happy,self-spoken-dialogues,self-shot,Kannada
19809,Friends Comedy,happy,self-spoken-dialogues,self-shot,Kannada
19810,Automobiles & Gadgets,neutral,background-song-with-lyrics,self-shot,Kannada
19811,Memes,happy,lip-syncing,special-effects,Kannada
19812,Devotion,affection,self-spoken-monologues,self-shot,Kannada
19813,Devotion,anger,lip-syncing,special-effects,Kannada
19814,Dance,affection,lip-syncing,self-shot,Kannada
19815,Festival,affection,background-song-with-lyrics,special-effects,Kannada
19816,Cartoons,anger,background-song-with-lyrics,animation,Kannada
19817,Couple Romance,happy,lip-syncing,self-shot,Kannada
19818,Couple Romance,happy,background-song-with-lyrics,self-shot,Kannada
19819,Devotion,affection,lip-syncing,self-shot,Kannada
19820,Cartoons,confidence,background-song-with-lyrics,animation,Kannada
19821,Couple Comedy,happy,lip-syncing,self-shot,Kannada
19822,Pets,neutral,background-song-with-lyrics,self-shot,Kannada
19823,Kids Comedy,happy,lip-syncing,self-shot,Kannada
19824,Sports,happy,background-song-with-lyrics,self-shot,Kannada
19825,Family Comedy,happy,self-spoken-dialogues,self-shot,Kannada
19826,Nature,affection,background-song-with-lyrics,self-shot,Kannada
19827,Family Comedy,happy,self-spoken-dialogues,self-shot,Kannada
19828,Family Comedy,happy,self-spoken-dialogues,self-shot,Kannada
19829,Patriotism,affection,lip-syncing,self-shot,Kannada
19830,Food,neutral,background-song-with-lyrics,self-shot,Kannada
19831,Magic,happy,background-song-with-lyrics,special-effects,Kannada
19832,Family Comedy,happy,self-spoken-dialogues,videos-text-special-effects,Kannada
19833,Comedians,happy,self-spoken-dialogues,movie/tv-show,Kannada
19834,Automobiles & Gadgets,neutral,background-song-with-lyrics,self-shot,Kannada
19835,Couple Romance,affection,lip-syncing,special-effects,Kannada
19836,Couple Romance,happy,lip-syncing,collab,Kannada
19837,Automobiles & Gadgets,neutral,background-song-with-lyrics,self-shot,Kannada
19838,Photography,happy,background-song-with-lyrics,special-effects,Kannada
19839,Comedians,happy,self-spoken-monologues,movie/tv-show,Kannada
19840,Arts,neutral,background-song-with-lyrics,self-shot,Kannada
19841,Pets,neutral,background-song-with-lyrics,self-shot,Kannada
19842,Stunts,confidence,background-song-with-lyrics,self-shot,Kannada
19843,Onesided Romance,affection,lip-syncing,self-shot,Kannada
19844,Kids Comedy,happy,lip-syncing,self-shot,Kannada
19845,Festival,affection,background-song-with-lyrics,self-shot,Kannada
19846,Cartoons,affection,background-song-with-lyrics,animation,Kannada
19847,Couple Romance,affection,lip-syncing,self-shot,Kannada
19848,Heartbreak Romance,sad,background-song-with-lyrics,self-shot,Kannada
19849,Arts,affection,background-song-with-lyrics,self-shot,Kannada
19850,Nature,affection,background-song-with-lyrics,self-shot,Kannada
19851,Comedians,happy,self-spoken-dialogues,movie/tv-show,Kannada
19852,Festival,happy,background-song-with-lyrics,self-shot,Kannada
19853,Family Comedy,happy,lip-syncing,self-shot,Kannada
19854,Festival,affection,background-song-with-lyrics,slideshow,Kannada
19855,Devotion,affection,background-song-with-lyrics,special-effects,Kannada
19856,Family Comedy,happy,lip-syncing,self-shot,Kannada
19857,Sports,neutral,background-song-with-lyrics,self-shot,Kannada
19858,Kids Comedy,happy,lip-syncing,special-effects,Kannada
19859,Patriotism,affection,background-song-with-lyrics,special-effects,Kannada
19860,Devotion,affection,background-song-with-lyrics,special-effects,Kannada
19861,Couple Romance,happy,lip-syncing,self-shot,Kannada
19862,Nature,neutral,background-song-with-lyrics,self-shot,Kannada
19863,Pets,happy,background-song-with-lyrics,self-shot,Kannada
19864,Onesided Romance,affection,background-song-with-lyrics,special-effects,Kannada
19865,Celeb,happy,background-song-with-lyrics,movie/tv-show,Kannada
19866,Couple Comedy,happy,self-spoken-dialogues,special-effects,Kannada
19867,Fashion,happy,background-song-with-lyrics,self-shot,Kannada
19868,Pets,happy,background-song-with-lyrics,self-shot,Kannada
19869,Dance,affection,lip-syncing,self-shot,Kannada
19870,Fitness,neutral,self-spoken-monologues,videos-with-text,Kannada
19871,Devotion,affection,background-song-with-lyrics,special-effects,Kannada
19872,Comedians,happy,self-spoken-monologues,movie/tv-show,Kannada
19873,Friends Comedy,happy,self-spoken-dialogues,self-shot,Kannada
19874,Celeb,affection,background-song-with-lyrics,videos-text-special-effects,Kannada
19875,Music,affection,self-sung-song,self-shot,Kannada
19876,Memes,happy,self-spoken-dialogues,special-effects,Kannada
19877,Family Comedy,happy,self-spoken-dialogues,self-shot,Kannada
19878,Friends Comedy,happy,self-spoken-monologues,special-effects,Kannada
19879,Heartbreak Romance,sad,background-song-with-lyrics,special-effects,Kannada
19880,Heartbreak Romance,sad,lip-syncing,self-shot,Kannada
19881,Heartbreak Romance,sad,lip-syncing,self-shot,Kannada
19882,Comedians,happy,self-spoken-dialogues,movie/tv-show,Kannada
19883,Devotion,affection,background-song-with-lyrics,special-effects,Kannada
19884,Food,affection,background-song-with-lyrics,special-effects,Kannada
19885,Heartbreak Romance,sad,lip-syncing,self-shot,Kannada
19886,Family Comedy,happy,self-spoken-dialogues,special-effects,Kannada
19887,Photography,happy,background-song-with-lyrics,special-effects,Kannada
19888,Music,affection,self-sung-song,self-shot,Kannada
19889,Couple Romance,neutral,background-song-with-lyrics,self-shot,Kannada
19890,Nature,affection,background-song-with-lyrics,self-shot,Kannada
19891,Kids Comedy,happy,lip-syncing,self-shot,Kannada
19892,Fitness,neutral,self-spoken-monologues,videos-with-text,Kannada
19893,Music,affection,self-sung-song,self-shot,Kannada
19894,Family Comedy,happy,self-spoken-dialogues,special-effects,Kannada
19895,Pranks,happy,background-song-with-lyrics,self-shot,Kannada
19896,Fails,happy,self-spoken-dialogues,special-effects,Kannada
19897,Couple Comedy,happy,lip-syncing,self-shot,Kannada
19898,Nature,affection,background-song-with-lyrics,self-shot,Kannada
19899,Dance,affection,lip-syncing,self-shot,Kannada
19900,Kids Comedy,happy,self-spoken-monologues,self-shot,Kannada
19901,Friends Comedy,happy,self-spoken-dialogues,special-effects,Kannada
19902,Devotion,affection,background-song-with-lyrics,self-shot,Kannada
19903,Onesided Romance,affection,background-song-with-lyrics,special-effects,Kannada
19904,Fitness,neutral,self-spoken-monologues,videos-with-text,Kannada
19905,Photography,happy,self-spoken-monologues,self-shot,Kannada
19906,Family Comedy,happy,self-spoken-dialogues,self-shot,Kannada
19907,Animals,affection,background-song-with-lyrics,special-effects,Kannada
19908,Family Comedy,happy,lip-syncing,special-effects,Kannada
19909,Photography,happy,background-song-with-lyrics,self-shot,Kannada
19910,Couple Romance,anger,background-song-with-lyrics,self-shot,Kannada
19911,Kids Comedy,happy,lip-syncing,special-effects,Kannada
19912,Kids Comedy,happy,lip-syncing,self-shot,Kannada
19913,Couple Comedy,happy,self-spoken-dialogues,self-shot,Kannada
19914,Travel,happy,background-song-with-lyrics,self-shot,Kannada
19915,Couple Romance,happy,background-song-with-lyrics,self-shot,Kannada
19916,Fails,happy,background-song-with-lyrics,reaction videos,Kannada
19917,Fashion,happy,background-song-with-lyrics,self-shot,Kannada
19918,Nature,neutral,background-song-with-lyrics,self-shot,Kannada
19919,Comedians,happy,self-spoken-dialogues,movie/tv-show,Kannada
19920,Kids Comedy,happy,lip-syncing,self-shot,Kannada
19921,Couple Romance,affection,background-song-with-lyrics,self-shot,Kannada
19922,Patriotism,affection,background-song-with-lyrics,special-effects,Kannada
19923,Animals,neutral,background-song-with-lyrics,self-shot,Kannada
19924,Automobiles & Gadgets,neutral,background-song-with-lyrics,self-shot,Kannada
19925,Family Comedy,happy,self-spoken-dialogues,self-shot,Kannada
19926,Comedians,happy,self-spoken-dialogues,movie/tv-show,Kannada
19927,Comedians,happy,self-spoken-monologues,movie/tv-show,Kannada
19928,News,neutral,background-song-with-lyrics,self-shot,Kannada
19929,Nature,neutral,background-song-with-lyrics,special-effects,Kannada
19930,Couple Romance,happy,lip-syncing,self-shot,Kannada
19931,Animals,confidence,self-spoken-monologues,self-shot,Kannada
19932,Cartoons,affection,background-song-with-lyrics,movie/tv-show,Kannada
19933,Family Comedy,happy,self-spoken-dialogues,self-shot,Kannada
19934,Couple Romance,happy,lip-syncing,self-shot,Kannada
19935,Family Comedy,happy,lip-syncing,self-shot,Kannada
19936,Heartbreak Romance,sad,lip-syncing,special-effects,Kannada
19937,Fashion,neutral,background-song-with-lyrics,self-shot,Kannada
19938,Fashion,affection,background-song-with-lyrics,self-shot,Kannada
19939,Onesided Romance,affection,lip-syncing,self-shot,Kannada
19940,Travel,affection,self-spoken-dialogues,self-shot,Kannada
19941,Photography,happy,background-song-with-lyrics,special-effects,Kannada
19942,Couple Comedy,happy,lip-syncing,self-shot,Kannada
19943,Patriotism,affection,background-song-with-lyrics,special-effects,Kannada
19944,Comedians,happy,self-spoken-monologues,self-shot,Kannada
19945,Patriotism,affection,background-song-with-lyrics,special-effects,Kannada
19946,Fitness,neutral,self-spoken-monologues,videos-with-text,Kannada
19947,Friends Comedy,happy,lip-syncing,reaction videos,Kannada
19948,Animals,neutral,background-song-with-lyrics,self-shot,Kannada
19949,Onesided Romance,affection,lip-syncing,self-shot,Kannada
19950,Celeb,affection,self-spoken-dialogues,movie/tv-show,Kannada
19951,Heartbreak Romance,sad,lip-syncing,self-shot,Kannada
19952,Dance,happy,lip-syncing,self-shot,Kannada
19953,Animals,neutral,background-song-with-lyrics,self-shot,Kannada
19954,Nature,neutral,background-song-with-lyrics,self-shot,Kannada
19955,Memes,happy,lip-syncing,special-effects,Kannada
19956,Photography,happy,background-song-with-lyrics,special-effects,Kannada
19957,Dance,happy,lip-syncing,self-shot,Kannada
19958,Patriotism,affection,background-song-with-lyrics,special-effects,Kannada
19959,Festival,affection,background-song-with-lyrics,self-shot,Kannada
19960,Automobiles & Gadgets,neutral,background-song-with-lyrics,self-shot,Kannada
19961,Comedians,happy,self-spoken-dialogues,movie/tv-show,Kannada
19962,Friends Comedy,happy,self-spoken-dialogues,special-effects,Kannada
19963,Memes,happy,self-spoken-dialogues,videos-text-special-effects,Kannada
19964,Couple Comedy,happy,self-spoken-dialogues,special-effects,Kannada
19965,Music,neutral,self-sung-song,movie/tv-show,Kannada
19966,Fails,happy,self-spoken-dialogues,self-shot,Kannada
19967,Sports,neutral,background-song-with-lyrics,self-shot,Kannada
19968,Music,happy,self-sung-song,special-effects,Kannada
19969,Comedians,happy,self-spoken-dialogues,movie/tv-show,Kannada
19970,Celeb,affection,self-spoken-dialogues,self-shot,Kannada
19971,Fitness,neutral,self-spoken-dialogues,self-shot,Kannada
19972,Couple Romance,surprise,self-spoken-dialogues,movie/tv-show,Kannada
19973,Fashion,happy,background-song-with-lyrics,self-shot,Kannada
19974,Fashion,affection,background-song-with-lyrics,self-shot,Kannada
19975,Couple Romance,happy,lip-syncing,self-shot,Kannada
19976,Animals,affection,background-song-with-lyrics,self-shot,Kannada
19977,Arts,neutral,background-song-with-lyrics,videos-text-special-effects,Kannada
19978,Pets,happy,background-song-with-lyrics,self-shot,Kannada
19979,Food,neutral,background-song-with-lyrics,self-shot,Kannada
19980,Fashion,neutral,background-song-with-lyrics,self-shot,Kannada
19981,Couple Comedy,happy,lip-syncing,collab,Kannada
19982,Festival,affection,background-song-with-lyrics,self-shot,Kannada
19983,Couple Comedy,happy,lip-syncing,collab,Kannada
19984,Fashion,neutral,background-song-with-lyrics,self-shot,Kannada
19985,Patriotism,affection,background-song-with-lyrics,special-effects,Kannada
19986,Couple Romance,happy,lip-syncing,self-shot,Kannada
19987,Cartoons,affection,background-song-with-lyrics,animation,Kannada
